z,N1,N3,N5,N7,N9,N11,N13,N15,N17,N19,N21
0,2.2893,1.8399,1.8404,1.8366,1.8341,1.8326,1.8317,1.8313,1.831,1.8309,1.8309
0.0015625,2.2877,1.839,1.8396,1.8358,1.8334,1.8319,1.8311,1.8307,1.8305,1.8304,1.8303
0.003125,2.2861,1.838,1.8388,1.8351,1.8326,1.8312,1.8305,1.8301,1.8299,1.8298,1.8298
0.0046875,2.2846,1.8371,1.8379,1.8343,1.8319,1.8306,1.8298,1.8295,1.8293,1.8292,1.8293
0.00625,2.283,1.8361,1.8371,1.8336,1.8312,1.8299,1.8292,1.8288,1.8287,1.8287,1.8287
0.0078125,2.2814,1.8352,1.8363,1.8328,1.8305,1.8292,1.8286,1.8282,1.8281,1.8281,1.8281
0.009375,2.2799,1.8342,1.8355,1.832,1.8298,1.8286,1.8279,1.8276,1.8275,1.8275,1.8276
0.010937,2.2783,1.8332,1.8346,1.8313,1.8291,1.8279,1.8272,1.827,1.8269,1.8269,1.827
0.0125,2.2767,1.8323,1.8338,1.8305,1.8284,1.8272,1.8266,1.8263,1.8263,1.8263,1.8264
0.014063,2.2752,1.8313,1.8329,1.8297,1.8276,1.8265,1.8259,1.8257,1.8257,1.8257,1.8258
0.015625,2.2736,1.8303,1.8321,1.829,1.8269,1.8258,1.8253,1.8251,1.825,1.8251,1.8252
0.017188,2.272,1.8294,1.8313,1.8282,1.8262,1.8251,1.8246,1.8244,1.8244,1.8245,1.8246
0.01875,2.2704,1.8284,1.8304,1.8274,1.8255,1.8244,1.8239,1.8238,1.8238,1.8239,1.824
0.020313,2.2689,1.8274,1.8296,1.8266,1.8247,1.8237,1.8232,1.8231,1.8231,1.8233,1.8234
0.021875,2.2673,1.8264,1.8287,1.8259,1.824,1.823,1.8226,1.8224,1.8225,1.8226,1.8228
0.023438,2.2657,1.8255,1.8279,1.8251,1.8232,1.8223,1.8219,1.8218,1.8218,1.822,1.8222
0.025,2.2641,1.8245,1.827,1.8243,1.8225,1.8216,1.8212,1.8211,1.8212,1.8214,1.8216
0.026562,2.2625,1.8235,1.8262,1.8235,1.8218,1.8209,1.8205,1.8204,1.8205,1.8207,1.8209
0.028125,2.261,1.8225,1.8253,1.8227,1.821,1.8201,1.8198,1.8198,1.8199,1.8201,1.8203
0.029687,2.2594,1.8216,1.8245,1.8219,1.8203,1.8194,1.8191,1.8191,1.8192,1.8194,1.8196
0.03125,2.2578,1.8206,1.8236,1.8211,1.8195,1.8187,1.8184,1.8184,1.8185,1.8187,1.819
0.032813,2.2562,1.8196,1.8227,1.8203,1.8187,1.818,1.8177,1.8177,1.8178,1.8181,1.8183
0.034375,2.2546,1.8186,1.8219,1.8195,1.818,1.8172,1.817,1.817,1.8172,1.8174,1.8177
0.035937,2.253,1.8176,1.821,1.8187,1.8172,1.8165,1.8163,1.8163,1.8165,1.8167,1.817
0.0375,2.2515,1.8166,1.8201,1.8179,1.8165,1.8158,1.8156,1.8156,1.8158,1.816,1.8163
0.039062,2.2499,1.8157,1.8193,1.8171,1.8157,1.815,1.8148,1.8149,1.8151,1.8154,1.8156
0.040625,2.2483,1.8147,1.8184,1.8163,1.8149,1.8143,1.8141,1.8142,1.8144,1.8147,1.815
0.042188,2.2467,1.8137,1.8175,1.8155,1.8142,1.8135,1.8134,1.8135,1.8137,1.814,1.8143
0.04375,2.2451,1.8127,1.8167,1.8147,1.8134,1.8128,1.8126,1.8127,1.813,1.8133,1.8136
0.045312,2.2435,1.8117,1.8158,1.8139,1.8126,1.812,1.8119,1.812,1.8123,1.8126,1.8129
0.046875,2.2419,1.8107,1.8149,1.8131,1.8118,1.8113,1.8112,1.8113,1.8116,1.8119,1.8122
0.048438,2.2403,1.8097,1.814,1.8122,1.811,1.8105,1.8104,1.8106,1.8108,1.8111,1.8115
0.05,2.2387,1.8087,1.8132,1.8114,1.8103,1.8098,1.8097,1.8098,1.8101,1.8104,1.8108
0.051562,2.2371,1.8077,1.8123,1.8106,1.8095,1.809,1.8089,1.8091,1.8094,1.8097,1.81
0.053125,2.2355,1.8067,1.8114,1.8098,1.8087,1.8082,1.8082,1.8084,1.8086,1.809,1.8093
0.054688,2.2339,1.8057,1.8105,1.809,1.8079,1.8075,1.8074,1.8076,1.8079,1.8082,1.8086
0.05625,2.2323,1.8047,1.8097,1.8081,1.8071,1.8067,1.8067,1.8069,1.8072,1.8075,1.8079
0.057813,2.2307,1.8037,1.8088,1.8073,1.8063,1.8059,1.8059,1.8061,1.8064,1.8068,1.8071
0.059375,2.2291,1.8027,1.8079,1.8065,1.8055,1.8051,1.8051,1.8054,1.8057,1.806,1.8064
0.060937,2.2275,1.8017,1.807,1.8056,1.8047,1.8044,1.8044,1.8046,1.8049,1.8053,1.8056
0.0625,2.2259,1.8007,1.8061,1.8048,1.8039,1.8036,1.8036,1.8038,1.8042,1.8045,1.8049
0.064062,2.2243,1.7997,1.8052,1.804,1.8031,1.8028,1.8028,1.8031,1.8034,1.8038,1.8041
0.065625,2.2227,1.7987,1.8043,1.8031,1.8023,1.802,1.8021,1.8023,1.8026,1.803,1.8034
0.067187,2.2211,1.7977,1.8034,1.8023,1.8015,1.8012,1.8013,1.8015,1.8019,1.8022,1.8026
0.06875,2.2195,1.7967,1.8025,1.8015,1.8007,1.8004,1.8005,1.8008,1.8011,1.8015,1.8019
0.070312,2.2179,1.7957,1.8017,1.8006,1.7999,1.7996,1.7997,1.8,1.8003,1.8007,1.8011
0.071875,2.2163,1.7947,1.8008,1.7998,1.799,1.7988,1.7989,1.7992,1.7996,1.7999,1.8003
0.073438,2.2147,1.7937,1.7999,1.7989,1.7982,1.798,1.7981,1.7984,1.7988,1.7992,1.7995
0.075,2.2131,1.7927,1.799,1.7981,1.7974,1.7972,1.7973,1.7976,1.798,1.7984,1.7987
0.076563,2.2115,1.7917,1.7981,1.7972,1.7966,1.7964,1.7965,1.7968,1.7972,1.7976,1.798
0.078125,2.2099,1.7907,1.7972,1.7964,1.7958,1.7956,1.7957,1.796,1.7964,1.7968,1.7972
0.079687,2.2083,1.7897,1.7963,1.7955,1.7949,1.7948,1.7949,1.7952,1.7956,1.796,1.7964
0.08125,2.2067,1.7887,1.7954,1.7947,1.7941,1.794,1.7941,1.7945,1.7948,1.7952,1.7956
0.082812,2.2051,1.7876,1.7945,1.7938,1.7933,1.7932,1.7933,1.7936,1.794,1.7944,1.7948
0.084375,2.2035,1.7866,1.7936,1.793,1.7925,1.7924,1.7925,1.7928,1.7932,1.7936,1.794
0.085938,2.2019,1.7856,1.7927,1.7921,1.7916,1.7915,1.7917,1.792,1.7924,1.7928,1.7932
0.0875,2.2003,1.7846,1.7918,1.7913,1.7908,1.7907,1.7909,1.7912,1.7916,1.792,1.7924
0.089063,2.1987,1.7836,1.7908,1.7904,1.79,1.7899,1.7901,1.7904,1.7908,1.7912,1.7915
0.090625,2.1971,1.7826,1.7899,1.7896,1.7891,1.7891,1.7893,1.7896,1.79,1.7904,1.7907
0.092188,2.1955,1.7816,1.789,1.7887,1.7883,1.7883,1.7885,1.7888,1.7892,1.7895,1.7899
0.09375,2.1939,1.7805,1.7881,1.7878,1.7875,1.7874,1.7876,1.788,1.7883,1.7887,1.7891
0.095312,2.1922,1.7795,1.7872,1.787,1.7866,1.7866,1.7868,1.7871,1.7875,1.7879,1.7883
0.096875,2.1906,1.7785,1.7863,1.7861,1.7858,1.7858,1.786,1.7863,1.7867,1.7871,1.7874
0.098437,2.189,1.7775,1.7854,1.7852,1.7849,1.7849,1.7852,1.7855,1.7859,1.7862,1.7866
0.1,2.1874,1.7765,1.7845,1.7844,1.7841,1.7841,1.7843,1.7847,1.785,1.7854,1.7858
0.10156,2.1858,1.7755,1.7836,1.7835,1.7832,1.7833,1.7835,1.7838,1.7842,1.7846,1.7849
0.10312,2.1842,1.7744,1.7827,1.7826,1.7824,1.7824,1.7827,1.783,1.7834,1.7837,1.7841
0.10469,2.1826,1.7734,1.7817,1.7818,1.7815,1.7816,1.7818,1.7822,1.7825,1.7829,1.7832
0.10625,2.181,1.7724,1.7808,1.7809,1.7807,1.7807,1.781,1.7813,1.7817,1.7821,1.7824
0.10781,2.1794,1.7714,1.7799,1.78,1.7798,1.7799,1.7801,1.7805,1.7808,1.7812,1.7815
0.10938,2.1778,1.7704,1.779,1.7792,1.779,1.7791,1.7793,1.7796,1.78,1.7804,1.7807
0.11094,2.1762,1.7693,1.7781,1.7783,1.7781,1.7782,1.7785,1.7788,1.7792,1.7795,1.7798
0.1125,2.1746,1.7683,1.7772,1.7774,1.7773,1.7774,1.7776,1.778,1.7783,1.7787,1.779
0.11406,2.173,1.7673,1.7763,1.7765,1.7764,1.7765,1.7768,1.7771,1.7775,1.7778,1.7781
0.11563,2.1714,1.7663,1.7753,1.7757,1.7756,1.7757,1.7759,1.7763,1.7766,1.7769,1.7773
0.11719,2.1698,1.7653,1.7744,1.7748,1.7747,1.7748,1.7751,1.7754,1.7758,1.7761,1.7764
0.11875,2.1682,1.7642,1.7735,1.7739,1.7738,1.774,1.7742,1.7746,1.7749,1.7752,1.7755
0.12031,2.1666,1.7632,1.7726,1.773,1.773,1.7731,1.7734,1.7737,1.774,1.7744,1.7747
0.12187,2.165,1.7622,1.7717,1.7721,1.7721,1.7723,1.7725,1.7728,1.7732,1.7735,1.7738
0.12344,2.1634,1.7612,1.7707,1.7713,1.7713,1.7714,1.7717,1.772,1.7723,1.7726,1.7729
0.125,2.1618,1.7602,1.7698,1.7704,1.7704,1.7705,1.7708,1.7711,1.7715,1.7718,1.7721
0.12656,2.1602,1.7591,1.7689,1.7695,1.7695,1.7697,1.7699,1.7703,1.7706,1.7709,1.7712
0.12812,2.1586,1.7581,1.768,1.7686,1.7687,1.7688,1.7691,1.7694,1.7697,1.77,1.7703
0.12969,2.157,1.7571,1.7671,1.7677,1.7678,1.768,1.7682,1.7685,1.7689,1.7692,1.7694
0.13125,2.1554,1.7561,1.7661,1.7669,1.7669,1.7671,1.7674,1.7677,1.768,1.7683,1.7685
0.13281,2.1538,1.7551,1.7652,1.766,1.7661,1.7662,1.7665,1.7668,1.7671,1.7674,1.7677
0.13437,2.1522,1.754,1.7643,1.7651,1.7652,1.7654,1.7656,1.7659,1.7662,1.7665,1.7668
0.13594,2.1506,1.753,1.7634,1.7642,1.7643,1.7645,1.7648,1.7651,1.7654,1.7656,1.7659
0.1375,2.149,1.752,1.7624,1.7633,1.7635,1.7636,1.7639,1.7642,1.7645,1.7648,1.765
0.13906,2.1474,1.751,1.7615,1.7624,1.7626,1.7628,1.763,1.7633,1.7636,1.7639,1.7641
0.14062,2.1458,1.75,1.7606,1.7616,1.7617,1.7619,1.7622,1.7625,1.7627,1.763,1.7632
0.14219,2.1442,1.7489,1.7597,1.7607,1.7609,1.761,1.7613,1.7616,1.7619,1.7621,1.7623
0.14375,2.1426,1.7479,1.7588,1.7598,1.76,1.7602,1.7604,1.7607,1.761,1.7612,1.7615
0.14531,2.141,1.7469,1.7578,1.7589,1.7591,1.7593,1.7596,1.7598,1.7601,1.7603,1.7606
0.14688,2.1394,1.7459,1.7569,1.758,1.7582,1.7584,1.7587,1.759,1.7592,1.7595,1.7597
0.14844,2.1379,1.7449,1.756,1.7571,1.7574,1.7576,1.7578,1.7581,1.7583,1.7586,1.7588
0.15,2.1363,1.7438,1.7551,1.7562,1.7565,1.7567,1.7569,1.7572,1.7575,1.7577,1.7579
0.15156,2.1347,1.7428,1.7541,1.7553,1.7556,1.7558,1.7561,1.7563,1.7566,1.7568,1.757
0.15313,2.1331,1.7418,1.7532,1.7545,1.7547,1.755,1.7552,1.7554,1.7557,1.7559,1.7561
0.15469,2.1315,1.7408,1.7523,1.7536,1.7539,1.7541,1.7543,1.7546,1.7548,1.755,1.7552
0.15625,2.1299,1.7398,1.7514,1.7527,1.753,1.7532,1.7534,1.7537,1.7539,1.7541,1.7543
0.15781,2.1284,1.7387,1.7505,1.7518,1.7521,1.7523,1.7526,1.7528,1.753,1.7532,1.7534
0.15937,2.1268,1.7377,1.7495,1.7509,1.7512,1.7515,1.7517,1.7519,1.7521,1.7523,1.7525
0.16094,2.1252,1.7367,1.7486,1.75,1.7504,1.7506,1.7508,1.751,1.7512,1.7514,1.7516
0.1625,2.1236,1.7357,1.7477,1.7491,1.7495,1.7497,1.7499,1.7502,1.7504,1.7505,1.7507
0.16406,2.122,1.7347,1.7468,1.7482,1.7486,1.7488,1.7491,1.7493,1.7495,1.7496,1.7498
0.16562,2.1205,1.7337,1.7458,1.7474,1.7477,1.748,1.7482,1.7484,1.7486,1.7487,1.7489
0.16719,2.1189,1.7327,1.7449,1.7465,1.7469,1.7471,1.7473,1.7475,1.7477,1.7478,1.748
0.16875,2.1173,1.7316,1.744,1.7456,1.746,1.7462,1.7464,1.7466,1.7468,1.7469,1.7471
0.17031,2.1158,1.7306,1.7431,1.7447,1.7451,1.7453,1.7456,1.7457,1.7459,1.746,1.7462
0.17188,2.1142,1.7296,1.7422,1.7438,1.7442,1.7445,1.7447,1.7449,1.745,1.7452,1.7453
0.17344,2.1126,1.7286,1.7412,1.7429,1.7434,1.7436,1.7438,1.744,1.7441,1.7443,1.7444
0.175,2.111,1.7276,1.7403,1.742,1.7425,1.7427,1.7429,1.7431,1.7432,1.7434,1.7435
0.17656,2.1095,1.7266,1.7394,1.7412,1.7416,1.7418,1.742,1.7422,1.7423,1.7425,1.7426
0.17813,2.1079,1.7256,1.7385,1.7403,1.7407,1.741,1.7412,1.7413,1.7414,1.7416,1.7416
0.17969,2.1064,1.7246,1.7376,1.7394,1.7399,1.7401,1.7403,1.7404,1.7406,1.7407,1.7407
0.18125,2.1048,1.7236,1.7367,1.7385,1.739,1.7392,1.7394,1.7395,1.7397,1.7398,1.7398
0.18281,2.1032,1.7225,1.7357,1.7376,1.7381,1.7384,1.7385,1.7387,1.7388,1.7389,1.7389
0.18438,2.1017,1.7215,1.7348,1.7367,1.7372,1.7375,1.7376,1.7378,1.7379,1.738,1.738
0.18594,2.1001,1.7205,1.7339,1.7358,1.7364,1.7366,1.7368,1.7369,1.737,1.7371,1.7371
0.1875,2.0986,1.7195,1.733,1.735,1.7355,1.7357,1.7359,1.736,1.7361,1.7362,1.7362
0.18906,2.097,1.7185,1.7321,1.7341,1.7346,1.7349,1.735,1.7351,1.7352,1.7353,1.7353
0.19062,2.0955,1.7175,1.7312,1.7332,1.7337,1.734,1.7341,1.7342,1.7343,1.7344,1.7344
0.19219,2.0939,1.7165,1.7303,1.7323,1.7329,1.7331,1.7333,1.7334,1.7334,1.7335,1.7335
0.19375,2.0924,1.7155,1.7293,1.7314,1.732,1.7322,1.7324,1.7325,1.7325,1.7326,1.7326
0.19531,2.0908,1.7145,1.7284,1.7305,1.7311,1.7314,1.7315,1.7316,1.7316,1.7317,1.7317
0.19687,2.0893,1.7135,1.7275,1.7297,1.7302,1.7305,1.7306,1.7307,1.7308,1.7308,1.7308
0.19844,2.0878,1.7125,1.7266,1.7288,1.7294,1.7296,1.7298,1.7298,1.7299,1.7299,1.7299
0.2,2.0862,1.7115,1.7257,1.7279,1.7285,1.7288,1.7289,1.7289,1.729,1.729,1.729
0.20156,2.0847,1.7105,1.7248,1.727,1.7276,1.7279,1.728,1.7281,1.7281,1.7281,1.7281
0.20312,2.0832,1.7095,1.7239,1.7261,1.7268,1.727,1.7271,1.7272,1.7272,1.7272,1.7272
0.20469,2.0816,1.7085,1.723,1.7253,1.7259,1.7261,1.7263,1.7263,1.7263,1.7263,1.7263
0.20625,2.0801,1.7075,1.7221,1.7244,1.725,1.7253,1.7254,1.7254,1.7254,1.7254,1.7254
0.20781,2.0786,1.7065,1.7212,1.7235,1.7242,1.7244,1.7245,1.7245,1.7246,1.7245,1.7245
0.20938,2.077,1.7055,1.7203,1.7226,1.7233,1.7235,1.7236,1.7237,1.7237,1.7236,1.7236
0.21094,2.0755,1.7046,1.7194,1.7218,1.7224,1.7227,1.7228,1.7228,1.7228,1.7228,1.7227
0.2125,2.074,1.7036,1.7184,1.7209,1.7216,1.7218,1.7219,1.7219,1.7219,1.7219,1.7218
0.21406,2.0725,1.7026,1.7175,1.72,1.7207,1.7209,1.721,1.721,1.721,1.721,1.7209
0.21563,2.071,1.7016,1.7166,1.7192,1.7198,1.7201,1.7202,1.7202,1.7201,1.7201,1.72
0.21719,2.0695,1.7006,1.7157,1.7183,1.719,1.7192,1.7193,1.7193,1.7193,1.7192,1.7191
0.21875,2.0679,1.6996,1.7148,1.7174,1.7181,1.7184,1.7184,1.7184,1.7184,1.7183,1.7182
0.22031,2.0664,1.6986,1.714,1.7165,1.7173,1.7175,1.7176,1.7176,1.7175,1.7174,1.7174
0.22187,2.0649,1.6977,1.7131,1.7157,1.7164,1.7166,1.7167,1.7167,1.7166,1.7165,1.7165
0.22344,2.0634,1.6967,1.7122,1.7148,1.7155,1.7158,1.7158,1.7158,1.7157,1.7157,1.7156
0.225,2.0619,1.6957,1.7113,1.7139,1.7147,1.7149,1.715,1.7149,1.7149,1.7148,1.7147
0.22656,2.0604,1.6947,1.7104,1.7131,1.7138,1.7141,1.7141,1.7141,1.714,1.7139,1.7138
0.22812,2.0589,1.6937,1.7095,1.7122,1.713,1.7132,1.7133,1.7132,1.7131,1.713,1.7129
0.22969,2.0574,1.6928,1.7086,1.7113,1.7121,1.7124,1.7124,1.7123,1.7123,1.7122,1.712
0.23125,2.0559,1.6918,1.7077,1.7105,1.7113,1.7115,1.7115,1.7115,1.7114,1.7113,1.7112
0.23281,2.0545,1.6908,1.7068,1.7096,1.7104,1.7106,1.7107,1.7106,1.7105,1.7104,1.7103
0.23438,2.053,1.6898,1.7059,1.7088,1.7096,1.7098,1.7098,1.7098,1.7096,1.7095,1.7094
0.23594,2.0515,1.6889,1.705,1.7079,1.7087,1.7089,1.709,1.7089,1.7088,1.7087,1.7085
0.2375,2.05,1.6879,1.7042,1.7071,1.7079,1.7081,1.7081,1.708,1.7079,1.7078,1.7077
0.23906,2.0485,1.6869,1.7033,1.7062,1.707,1.7072,1.7073,1.7072,1.7071,1.7069,1.7068
0.24063,2.0471,1.686,1.7024,1.7053,1.7062,1.7064,1.7064,1.7063,1.7062,1.706,1.7059
0.24219,2.0456,1.685,1.7015,1.7045,1.7053,1.7056,1.7056,1.7055,1.7053,1.7052,1.705
0.24375,2.0441,1.684,1.7006,1.7036,1.7045,1.7047,1.7047,1.7046,1.7045,1.7043,1.7042
0.24531,2.0426,1.6831,1.6997,1.7028,1.7036,1.7039,1.7039,1.7038,1.7036,1.7035,1.7033
0.24688,2.0412,1.6821,1.6989,1.7019,1.7028,1.703,1.703,1.7029,1.7028,1.7026,1.7024
0.24844,2.0397,1.6812,1.698,1.7011,1.702,1.7022,1.7022,1.7021,1.7019,1.7017,1.7016
0.25,2.0383,1.6802,1.6971,1.7002,1.7011,1.7013,1.7013,1.7012,1.7011,1.7009,1.7007
0.25156,2.0368,1.6792,1.6962,1.6994,1.7003,1.7005,1.7005,1.7004,1.7002,1.7,1.6998
0.25312,2.0353,1.6783,1.6954,1.6985,1.6994,1.6997,1.6997,1.6995,1.6994,1.6992,1.699
0.25469,2.0339,1.6773,1.6945,1.6977,1.6986,1.6988,1.6988,1.6987,1.6985,1.6983,1.6981
0.25625,2.0325,1.6764,1.6936,1.6969,1.6978,1.698,1.698,1.6978,1.6977,1.6975,1.6973
0.25781,2.031,1.6754,1.6928,1.696,1.6969,1.6972,1.6971,1.697,1.6968,1.6966,1.6964
0.25938,2.0296,1.6745,1.6919,1.6952,1.6961,1.6963,1.6963,1.6962,1.696,1.6958,1.6956
0.26094,2.0281,1.6735,1.691,1.6943,1.6953,1.6955,1.6955,1.6953,1.6951,1.6949,1.6947
0.2625,2.0267,1.6726,1.6902,1.6935,1.6945,1.6947,1.6947,1.6945,1.6943,1.6941,1.6939
0.26406,2.0253,1.6716,1.6893,1.6927,1.6936,1.6939,1.6938,1.6937,1.6935,1.6932,1.693
0.26562,2.0238,1.6707,1.6885,1.6918,1.6928,1.693,1.693,1.6928,1.6926,1.6924,1.6922
0.26719,2.0224,1.6698,1.6876,1.691,1.692,1.6922,1.6922,1.692,1.6918,1.6916,1.6913
0.26875,2.021,1.6688,1.6867,1.6902,1.6912,1.6914,1.6914,1.6912,1.691,1.6907,1.6905
0.27031,2.0196,1.6679,1.6859,1.6894,1.6903,1.6906,1.6905,1.6903,1.6901,1.6899,1.6897
0.27187,2.0181,1.667,1.685,1.6885,1.6895,1.6898,1.6897,1.6895,1.6893,1.6891,1.6888
0.27344,2.0167,1.666,1.6842,1.6877,1.6887,1.6889,1.6889,1.6887,1.6885,1.6882,1.688
0.275,2.0153,1.6651,1.6833,1.6869,1.6879,1.6881,1.6881,1.6879,1.6876,1.6874,1.6872
0.27656,2.0139,1.6642,1.6825,1.6861,1.6871,1.6873,1.6873,1.6871,1.6868,1.6866,1.6863
0.27813,2.0125,1.6632,1.6816,1.6852,1.6863,1.6865,1.6864,1.6863,1.686,1.6857,1.6855
0.27969,2.0111,1.6623,1.6808,1.6844,1.6855,1.6857,1.6856,1.6854,1.6852,1.6849,1.6847
0.28125,2.0097,1.6614,1.6799,1.6836,1.6846,1.6849,1.6848,1.6846,1.6844,1.6841,1.6839
0.28281,2.0083,1.6605,1.6791,1.6828,1.6838,1.6841,1.684,1.6838,1.6836,1.6833,1.683
